User Query,ChatGPT Result,Google Result,Jaccard Similarity,Cosine Similarity,Euclidean Similarity,Pearson Correlation
In Arizona what dessert is the Organ Pipe Cactus Monument found in,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert of southwestern Arizona, United States.",Border crossings: A deadly desert: More barriers along the Mexican border can force illegal immigrants to cross in more desolate areas. · Organ Pipe Cactus ...,0.13157894736842105,0.3090575499818435,0.45965683744564473,-0.5724179746149991
In Arizona what dessert is the Organ Pipe Cactus Monument found in,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert of southwestern Arizona, United States.","Feb 24, 2015 ... Just like backing up your computer prevents data loss, growing plants in dedicated botanical gardens preserves species when their current range ...",0.024390243902439025,0.0468292905790847,0.42004395421999047,-0.9147573303621717
In Arizona what dessert is the Organ Pipe Cactus Monument found in,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert of southwestern Arizona, United States.","Oct 15, 2015 ... The death of a park ranger at the Organ Pipe Cactus National Monument in 2002 put the area at the forefront of America's border crackdown, ...",0.2727272727272727,0.5597691428330556,0.5159082330509808,0.052891356339100026
In Arizona what dessert is the Organ Pipe Cactus Monument found in,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert of southwestern Arizona, United States.","Organ Pipe Cactus National Monument, Ajo Picture: Giant cactus, organ pipe, arizona, with car - Check out Tripadvisor members' 627 candid photos and videos ...",0.10526315789473684,0.3834128905580745,0.4738250115535251,-0.3908904146519701
In Arizona what dessert is the Organ Pipe Cactus Monument in arizona found,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert in southern Arizona, USA.","Jan 6, 2016 ... As a desert indicator species, the range of the saguaro cactus is limited to southern Arizona. Saguaro cactus will grow from sea level to about ...",0.07894736842105263,0.3834824944236852,0.47383908441007455,-0.33720930232558133
In Arizona what dessert is the Organ Pipe Cactus Monument in arizona found,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert in southern Arizona, USA.","Organ Pipe Cactus National Monument, Arizona ... Still, the number of dead migrants found each year remains high, with 169 recovered in 2016, according to ...",0.17647058823529413,0.45643546458763845,0.4895589753474809,-0.37741470621203443
In Arizona what dessert is the Organ Pipe Cactus Monument in arizona found,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert in southern Arizona, USA.","Organ Pipe Cactus National Monument, Ajo Picture: Giant cactus, organ pipe, arizona, with car - Check out Tripadvisor members' 627 candid photos and videos ...",0.1111111111111111,0.37370465934182984,0.4718779661620371,-0.3954831454764673
In Arizona what dessert is the Organ Pipe Cactus Monument in arizona found,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert in southern Arizona, USA.","Oct 15, 2015 ... Arizona's Sonoran Desert and Organ Pipe Cactus National Monument ... An identical-sized pamphlet on cheap paper, which you find in Mexican ...",0.25806451612903225,0.45643546458763845,0.4895589753474809,-0.4767214852359779
In Arizona what dessert is the Organ Pipe Cactus Monument in arizona found,"The Organ Pipe Cactus National Monument is located in the Sonoran Desert in southern Arizona, USA.","Aug 26, 2022 ... A sign warns against illegal smuggling in Organ Pipe Cactus National Monument near Lukeville, Arizona Two migrant babies were left alone to ...",0.17142857142857143,0.3651483716701107,0.47018750262826375,-0.5499631308702322
Witch desert was the Organ Pipe Cactus in,"The Organ Pipe Cactus is found in the Sonoran Desert, which is located in southwestern North America, primarily in the states of Arizona and Sonora, Mexico.","Key words: Sonoran Desert, flora, Arizona, Organ Pipe Cactus National Monument,. Cabeza Prieta National Wildlife Refuge, Tinajas Altas, non-native species, ...",0.13513513513513514,0.1978141420187361,0.4411820584710694,-0.6545145454974576
Witch desert was the Organ Pipe Cactus in,"The Organ Pipe Cactus is found in the Sonoran Desert, which is located in southwestern North America, primarily in the states of Arizona and Sonora, Mexico.","A Zebra-tailed Lizard (Callisaurus draconoides)in Organ Pipe Cactus National Monument, Arizona.",0.1,0.3195048252113469,0.4615494867679711,-0.3972975526546135
Witch desert was the Organ Pipe Cactus in,"The Organ Pipe Cactus is found in the Sonoran Desert, which is located in southwestern North America, primarily in the states of Arizona and Sonora, Mexico.",Nutritional Value. Organ Pipe cactus has predominately been used as a source of calories and hydration in the desert regions where it has long been grown. Organ ...,0.14634146341463414,0.3633610463437158,0.4698373432548546,-0.34491587164285903
Witch desert was the Organ Pipe Cactus in,"The Organ Pipe Cactus is found in the Sonoran Desert, which is located in southwestern North America, primarily in the states of Arizona and Sonora, Mexico.","... and the occasional picture. If it has to do with Desert-based green witchcraft, it'll be here. ... Organ Pipe Cactus National Monument, Arizona.",0.125,0.279078152825719,0.454386840441427,-0.5223616827747548
Witch desert was the Organ Pipe Cactus in,"The Organ Pipe Cactus is found in the Sonoran Desert, which is located in southwestern North America, primarily in the states of Arizona and Sonora, Mexico.","Oct 6, 2010 ... This cactus branches at the base, which gives the stems the appearance of organ pipes. Since these sentinels of the desert are very ...",0.07142857142857142,0.4557327151876499,0.4893975445358933,-0.0025924750626081516
the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it,The desert in Arizona that borders Mexico and has the Organ Pipe Cactus in it is called the Organ Pipe Cactus National Monument.,"The first 30-foot (9.1 m) panels of a new Arizona, US-Mexico border wall were installed in August 2019 on a two-mile (3.2 km) stretch of Organ Pipe Cactus ...",0.125,0.40389034790078004,0.47803707558245684,-0.29633630463006544
the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it,The desert in Arizona that borders Mexico and has the Organ Pipe Cactus in it is called the Organ Pipe Cactus National Monument.,"Jan 12, 2023 ... The desert is a land of extreme temperatures: usually above 100F in the summer, and lows of 30F-40F in winter. Having the right equipment is ...",0.16216216216216217,0.44189395817353094,0.4862608488878092,-0.0713331395995366
the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it,The desert in Arizona that borders Mexico and has the Organ Pipe Cactus in it is called the Organ Pipe Cactus National Monument.,"Border crossings: A deadly desert: More barriers along the Mexican border can force illegal immigrants to ... Organ Pipe Cactus National Monument, Arizona.",0.1388888888888889,0.4456342606241897,0.48710079413159774,-0.30230977903253253
the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it,The desert in Arizona that borders Mexico and has the Organ Pipe Cactus in it is called the Organ Pipe Cactus National Monument.,Organ Pipe Cactus Biosphere Reserve and National Monument is situated in the Sonoran desert in southwestern Arizona at the border to Mexico.,0.35714285714285715,0.7415497622520353,0.581747810419728,0.2691209168905227
the name of the desert in arizona that borders mexico That also has the Organ Pipe Cactus in it,The desert in Arizona that borders Mexico and has the Organ Pipe Cactus in it is called the Organ Pipe Cactus National Monument.,"Oct 15, 2015 ... Arizona's Sonoran Desert and Organ Pipe Cactus National Monument ... “We had this Mexican family who called us for months asking if we knew ...",0.15384615384615385,0.37282185960072,0.4717024559118893,-0.48760986321643257
when was the last time the capulin volcano erupted ,"The Capulin Volcano last erupted approximately 60,000 years ago. It is currently considered dormant, meaning it is not currently erupting but could potentially erupt again in the future.","Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller ...",0.1590909090909091,0.3733665229438655,0.4718107109073586,-0.3290282054156197
when was the last time the capulin volcano erupted ,"The Capulin Volcano last erupted approximately 60,000 years ago. It is currently considered dormant, meaning it is not currently erupting but could potentially erupt again in the future.","Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around ...",0.061224489795918366,0.2500965064695278,0.44950566412712223,-0.4527338973634928
when was the last time the capulin volcano erupted ,"The Capulin Volcano last erupted approximately 60,000 years ago. It is currently considered dormant, meaning it is not currently erupting but could potentially erupt again in the future.","Recent work by geologists from the College of Santa Fe, Northern Arizona University, and the Park Service (Sayre et al, 1995; Stroud, 1996), yielded age dates ...",0.0196078431372549,0.12427395320024001,0.43039920212343236,-0.6784165697752332
when was the last time the capulin volcano erupted ,"The Capulin Volcano last erupted approximately 60,000 years ago. It is currently considered dormant, meaning it is not currently erupting but could potentially erupt again in the future.","Feb 9, 2022 ... The eruption of Capulin Volcano occurred about 55,000 years ago (Pleistocene Epoch) toward the end of the most recent phase of volcanism in ...",0.13636363636363635,0.320028448237599,0.46164514036863197,-0.3731031454911431
when was the last time the capulin volcano erupted ,"The Capulin Volcano last erupted approximately 60,000 years ago. It is currently considered dormant, meaning it is not currently erupting but could potentially erupt again in the future.","Based on field work by geologists from the College of Santa Fe, Northern Arizona University, and the National Park Service, Capulin initially erupted about ...",0.06382978723404255,0.19344776406574832,0.44051301299657264,-0.6089095293601277
how many people died in the johnstown flood,"The Johnstown Flood, which occurred on May 31, 1889, resulted in the deaths of approximately 2,209 people.","Around 3:00 p.m., on May 31, the earthen barrier failed and sent a massive wave of destruction through the villages of the Conemaugh Valley, including Johnstown ...",0.17142857142857143,0.4866642633922875,0.49670979874044824,-0.10190493307301365
how many people died in the johnstown flood,"The Johnstown Flood, which occurred on May 31, 1889, resulted in the deaths of approximately 2,209 people.","Statistics about the great disaster · 2,209 people died. · 99 entire families died, including 396 children · 124 women and 198 men were left widowed. · More than ...",0.047619047619047616,0.17660431427533915,0.43796764400780736,-0.70395321610219
how many people died in the johnstown flood,"The Johnstown Flood, which occurred on May 31, 1889, resulted in the deaths of approximately 2,209 people.","Mar 12, 2022 ... What was the official death toll from the 1889 Johnstown Flood? In a list printed about fourteen months after the Flood, the death toll was ...",0.08108108108108109,0.4350284129166655,0.4847338285964366,-0.11982893790305565
how many people died in the johnstown flood,"The Johnstown Flood, which occurred on May 31, 1889, resulted in the deaths of approximately 2,209 people.","The South Fork Dam in Pennsylvania collapses on May 31, 1889, causing the Johnstown Flood, killing more than 2,200 people. Johnstown is 60 miles east of ...",0.34375,0.5863954716083737,0.5236944674065055,-0.08768907960662631
how many people died in the johnstown flood,"The Johnstown Flood, which occurred on May 31, 1889, resulted in the deaths of approximately 2,209 people.","His warning saved many people who reached high ground. When the flood hit, it picked up the still-moving locomotive off the tracks and floated it aside; Hess ...",0.024390243902439025,0.30588764516074896,0.4590884517748712,-0.34204092730332786
what is the desert in arizona that the organ pip cactus is held in,The desert in Arizona where the Organ Pipe Cactus is found is the Sonoran Desert. The Organ Pipe Cactus National Monument is located in this desert in southern Arizona.,"Feb 24, 2015 ... Organ Pipe Cactus National Monument preserves over 330,000 acres of green, ... being held at the Desert Botanical Garden in Phoenix, AZ.",0.1891891891891892,0.43980999968269874,0.48579533407813613,-0.25026263576753494
what is the desert in arizona that the organ pip cactus is held in,The desert in Arizona where the Organ Pipe Cactus is found is the Sonoran Desert. The Organ Pipe Cactus National Monument is located in this desert in southern Arizona.,"Connecting the Past to the Present. Marie Long & Jesús Manuel García-Yánez, Arizona-Sonora Desert Museum, Peter Holm, Organ Pipe Cactus National Monument, ...",0.1388888888888889,0.5131116662964819,0.5033216131194135,-0.07279446048958481
what is the desert in arizona that the organ pip cactus is held in,The desert in Arizona where the Organ Pipe Cactus is found is the Sonoran Desert. The Organ Pipe Cactus National Monument is located in this desert in southern Arizona.,"Jan 6, 2016 ... As a desert indicator species, the range of the saguaro cactus is limited to southern Arizona. Saguaro cactus will grow from sea level to ...",0.1282051282051282,0.4466063805620691,0.48732003942885227,-0.10550692077581092
what is the desert in arizona that the organ pip cactus is held in,The desert in Arizona where the Organ Pipe Cactus is found is the Sonoran Desert. The Organ Pipe Cactus National Monument is located in this desert in southern Arizona.,"Nov 24, 2019 ... In the heart of the Sonoran Desert, a coalition of borderlands ... Broken saguaro cacti on the ground of Organ Pipe Cactus National Monument ...",0.2,0.542282389159539,0.5110426634137974,0.047530305749282686
what is the desert in arizona that the organ pip cactus is held in,The desert in Arizona where the Organ Pipe Cactus is found is the Sonoran Desert. The Organ Pipe Cactus National Monument is located in this desert in southern Arizona.,"Sep 6, 2016 ... The reserves would conserve samples of the world's ecosystems such as a tropical forest, prairie grassland, coral reef, river system, or desert.",0.046511627906976744,0.26877277758387147,0.45262799329398745,-0.3549721193788743
organ pipe cactus national monument,"Organ Pipe Cactus National Monument is a protected area located in southern Arizona, United States. The park is named after the organ pipe cactus, which is native to the Sonoran Desert and is found in the park. Organ Pipe Cactus National Monument covers over 500 square miles and is home to a diverse range of plant and animal species, including several threatened and endangered species.

The park offers opportunities for hiking, camping, and wildlife viewing. Visitors can also take scenic drives through the park to see the unique landscape and rock formations. The park is also a popular destination for stargazing, as it has some of the darkest skies in the country.

Organ Pipe Cactus National Monument is managed by the National Park Service and is open year-round.","Jan 29, 2021 ... Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving ...",0.08080808080808081,0.37269841640264734,0.47167793429860017,0.09614370684205281
organ pipe cactus national monument,"Organ Pipe Cactus National Monument is a protected area located in southern Arizona, United States. The park is named after the organ pipe cactus, which is native to the Sonoran Desert and is found in the park. Organ Pipe Cactus National Monument covers over 500 square miles and is home to a diverse range of plant and animal species, including several threatened and endangered species.

The park offers opportunities for hiking, camping, and wildlife viewing. Visitors can also take scenic drives through the park to see the unique landscape and rock formations. The park is also a popular destination for stargazing, as it has some of the darkest skies in the country.

Organ Pipe Cactus National Monument is managed by the National Park Service and is open year-round.",Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with ...,0.11458333333333333,0.44914937361344676,0.48789541828619043,0.22102860090443577
organ pipe cactus national monument,"Organ Pipe Cactus National Monument is a protected area located in southern Arizona, United States. The park is named after the organ pipe cactus, which is native to the Sonoran Desert and is found in the park. Organ Pipe Cactus National Monument covers over 500 square miles and is home to a diverse range of plant and animal species, including several threatened and endangered species.

The park offers opportunities for hiking, camping, and wildlife viewing. Visitors can also take scenic drives through the park to see the unique landscape and rock formations. The park is also a popular destination for stargazing, as it has some of the darkest skies in the country.

Organ Pipe Cactus National Monument is managed by the National Park Service and is open year-round.","Jan 12, 2023 ... Awaken with a blazing sunrise and hike one of the trails that begin at the campgrounds. Campsites at Twin Peaks Campground (including the group ...",0.038461538461538464,0.3523643329756446,0.46770499822339184,0.09978940355452735
organ pipe cactus national monument,"Organ Pipe Cactus National Monument is a protected area located in southern Arizona, United States. The park is named after the organ pipe cactus, which is native to the Sonoran Desert and is found in the park. Organ Pipe Cactus National Monument covers over 500 square miles and is home to a diverse range of plant and animal species, including several threatened and endangered species.

The park offers opportunities for hiking, camping, and wildlife viewing. Visitors can also take scenic drives through the park to see the unique landscape and rock formations. The park is also a popular destination for stargazing, as it has some of the darkest skies in the country.

Organ Pipe Cactus National Monument is managed by the National Park Service and is open year-round.","Dec 13, 2022 ... Organ Pipe Cactus National Monument celebrates the life and landscape of the Sonoran Desert. In this desert wilderness, you may drive a lonely ...",0.11224489795918367,0.5057533888334171,0.5014466825769506,0.2784971347917097
organ pipe cactus national monument,"Organ Pipe Cactus National Monument is a protected area located in southern Arizona, United States. The park is named after the organ pipe cactus, which is native to the Sonoran Desert and is found in the park. Organ Pipe Cactus National Monument covers over 500 square miles and is home to a diverse range of plant and animal species, including several threatened and endangered species.

The park offers opportunities for hiking, camping, and wildlife viewing. Visitors can also take scenic drives through the park to see the unique landscape and rock formations. The park is also a popular destination for stargazing, as it has some of the darkest skies in the country.

Organ Pipe Cactus National Monument is managed by the National Park Service and is open year-round.","Jan 20, 2023 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument ...",0.10101010101010101,0.29425987150306415,0.45702641290606566,-0.04141761020423697
what country is the roosevelt campobello in,"Roosevelt Campobello International Park is located on Campobello Island, New Brunswick, Canada. The park was established in 1964 as a symbol of the close relationship between the United States and Canada, and to commemorate the summer home of Franklin D. Roosevelt, the 32nd President of the United States.","Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of ...",0.17647058823529413,0.48947250518628055,0.4973954740165072,0.0670427630102732
what country is the roosevelt campobello in,"Roosevelt Campobello International Park is located on Campobello Island, New Brunswick, Canada. The park was established in 1964 as a symbol of the close relationship between the United States and Canada, and to commemorate the summer home of Franklin D. Roosevelt, the 32nd President of the United States.","Feb 19, 2016 ... Roosevelt's ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his ...",0.0847457627118644,0.2160604053625562,0.4440201926213474,-0.4062917449284713
what country is the roosevelt campobello in,"Roosevelt Campobello International Park is located on Campobello Island, New Brunswick, Canada. The park was established in 1964 as a symbol of the close relationship between the United States and Canada, and to commemorate the summer home of Franklin D. Roosevelt, the 32nd President of the United States.",Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the ...,0.10526315789473684,0.5794829062159568,0.5216268687989479,0.2636568325933055
what country is the roosevelt campobello in,"Roosevelt Campobello International Park is located on Campobello Island, New Brunswick, Canada. The park was established in 1964 as a symbol of the close relationship between the United States and Canada, and to commemorate the summer home of Franklin D. Roosevelt, the 32nd President of the United States.",Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and ...,0.19230769230769232,0.6210590034081188,0.5345980694887095,0.31249558016803697
what country is the roosevelt campobello in,"Roosevelt Campobello International Park is located on Campobello Island, New Brunswick, Canada. The park was established in 1964 as a symbol of the close relationship between the United States and Canada, and to commemorate the summer home of Franklin D. Roosevelt, the 32nd President of the United States.","In FDR's affections, Campobello Island ranked second only to Hyde Park. ... future through the commitment of the citizens and governments of both countries.",0.08928571428571429,0.5303300858899107,0.5078216070046513,0.12768262405903177
everglades national park,"Everglades National Park is a national park located in the southern part of the state of Florida in the United States. It covers an area of 1.5 million acres and is home to a unique ecosystem of wetlands, sawgrass prairies, and mangrove forests. The park is also home to a diverse range of wildlife, including alligators, crocodiles, panthers, and manatees. Visitors to the park can enjoy a variety of activities, including hiking, camping, kayaking, and wildlife watching. The park is also an important site for scientific research and conservation efforts to protect the delicate ecosystem of the Everglades.","Jan 9, 2023 ... Everglades National Park protects an unparalleled landscape that provides important habitat for numerous rare and endangered species like ...",0.08860759493670886,0.2435993828823451,0.44843856704598417,-0.18550885690667995
everglades national park,"Everglades National Park is a national park located in the southern part of the state of Florida in the United States. It covers an area of 1.5 million acres and is home to a unique ecosystem of wetlands, sawgrass prairies, and mangrove forests. The park is also home to a diverse range of wildlife, including alligators, crocodiles, panthers, and manatees. Visitors to the park can enjoy a variety of activities, including hiking, camping, kayaking, and wildlife watching. The park is also an important site for scientific research and conservation efforts to protect the delicate ecosystem of the Everglades.",Everglades National Park is an American national park that protects the southern twenty percent of the original Everglades in Florida. The park is the ...,0.16666666666666666,0.6639137299238816,0.5494924276453815,0.55869152750889
everglades national park,"Everglades National Park is a national park located in the southern part of the state of Florida in the United States. It covers an area of 1.5 million acres and is home to a unique ecosystem of wetlands, sawgrass prairies, and mangrove forests. The park is also home to a diverse range of wildlife, including alligators, crocodiles, panthers, and manatees. Visitors to the park can enjoy a variety of activities, including hiking, camping, kayaking, and wildlife watching. The park is also an important site for scientific research and conservation efforts to protect the delicate ecosystem of the Everglades.","Jan 9, 2023 ... Welcome to Everglades National Park! ... The Everglades is an expansive area of land in south Florida, which consists of 1.5 million acres of ...",0.15789473684210525,0.5991446895152781,0.5275978671334628,0.38067425882773376
everglades national park,"Everglades National Park is a national park located in the southern part of the state of Florida in the United States. It covers an area of 1.5 million acres and is home to a unique ecosystem of wetlands, sawgrass prairies, and mangrove forests. The park is also home to a diverse range of wildlife, including alligators, crocodiles, panthers, and manatees. Visitors to the park can enjoy a variety of activities, including hiking, camping, kayaking, and wildlife watching. The park is also an important site for scientific research and conservation efforts to protect the delicate ecosystem of the Everglades.","Everglades National Park is only a one-hour drive from the hustle and bustle of Miami, but a world away. The park encompasses 1.5 million acres of tropical and ...",0.16883116883116883,0.622773993251947,0.5351623120965958,0.42207176788152473
everglades national park,"Everglades National Park is a national park located in the southern part of the state of Florida in the United States. It covers an area of 1.5 million acres and is home to a unique ecosystem of wetlands, sawgrass prairies, and mangrove forests. The park is also home to a diverse range of wildlife, including alligators, crocodiles, panthers, and manatees. Visitors to the park can enjoy a variety of activities, including hiking, camping, kayaking, and wildlife watching. The park is also an important site for scientific research and conservation efforts to protect the delicate ecosystem of the Everglades.","Jan 9, 2023 ... Everglades National Park is the third largest park in the lower 48 states, covering 2,400 square miles! ... There is no shortage of activities for ...",0.1111111111111111,0.5349506156386412,0.5090570711396659,0.2674990754755861
what country  is the Roosevelt Campobello international park in,"The Roosevelt Campobello International Park is located in Canada, on Campobello Island in New Brunswick.","Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of ...",0.1724137931034483,0.3826918985879519,0.4736793336354796,-0.442751738323255
what country  is the Roosevelt Campobello international park in,"The Roosevelt Campobello International Park is located in Canada, on Campobello Island in New Brunswick.","Feb 19, 2016 ... Today Roosevelt Campobello International Park serves as a memorial to FDR and a symbol of cooperation between the U.S. and Canada.",0.125,0.3348554112644579,0.46438586986516356,-0.5533985905294664
what country  is the Roosevelt Campobello international park in,"The Roosevelt Campobello International Park is located in Canada, on Campobello Island in New Brunswick.","Campobello Island is located in the province of New Brunswick, Canada, and if travelling via the FDR International Bridge from Lubec, Maine, it is necessary to ...",0.26666666666666666,0.5863954716083737,0.5236944674065055,-0.061084722178152584
what country  is the Roosevelt Campobello international park in,"The Roosevelt Campobello International Park is located in Canada, on Campobello Island in New Brunswick.","Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and ...",0.14814814814814814,0.36499819754421564,0.4701580425927253,-0.3484539399231675
what country  is the Roosevelt Campobello international park in,"The Roosevelt Campobello International Park is located in Canada, on Campobello Island in New Brunswick.",Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and ...,0.2,0.4653400405976887,0.4916229268884606,-0.16799600069644516
what is the name of the organ pipe cactis desert,The scientific name of the organ pipe cactus that is native to the Sonoran Desert in North America is Stenocereus thurberi.,"Jan 29, 2021 ... Life Abounds in the Sonoran Desert ... Look closely. Look again. The sights and sounds of Organ Pipe Cactus National Monument, an International ...",0.15789473684210525,0.4482758620689656,0.48769747448521106,-0.2319409012562022
what is the name of the organ pipe cactis desert,The scientific name of the organ pipe cactus that is native to the Sonoran Desert in North America is Stenocereus thurberi.,"... pipe cactus got its name. In the United States, these spectacular and intriguing plants are found exclusively in a small area of the Sonoran Desert in ...",0.1891891891891892,0.48488113787642695,0.49627637186037965,-0.09822214137140572
